aX,aY,aZ,gX,gY,gZ
-0.384,-0.717,0.427,-118.469,63.049,47.424
-0.017,-0.633,0.214,-122.681,45.105,24.231
0.099,-0.636,0.143,-113.098,21.423,6.104
-0.058,-2.142,0.844,114.014,-102.112,121.399
-0.095,-2.262,1.038,110.046,-108.948,176.27
-0.254,-2.325,1.438,95.581,-101.807,205.261
-0.373,-2.223,1.632,19.104,-66.101,249.512
-0.627,-1.819,2.039,-47.363,-40.649,257.141
-0.711,-1.524,2.242,-233.643,35.583,231.262
-0.702,-0.926,2.388,-349.365,88.135,206.665
-0.668,-0.673,2.245,-559.448,208.13,191.711
-0.891,-0.07,1.433,-622.986,271.057,211.426
-1.173,0.348,0.555,-702.637,345.032,209.229
-1.444,1.637,-2.131,-721.008,292.114,128.662
-1.309,2.181,-3.102,-586.548,-18.005,-206.665
-0.824,1.572,-3.368,-425.598,-158.752,-372.925
-0.663,0.537,-3.358,-36.316,-243.469,-490.478
-0.796,-1.638,-3.15,161.987,-250.671,-474.304
-0.875,-2.598,-2.792,465.82,-321.289,-443.115
-0.246,-3.996,-1.539,540.894,-384.949,-418.945
0.233,-4,-0.639,534.302,-488.342,-210.205
0.114,-3.808,1.148,502.93,-460.999,-34.302
-0.341,-3.338,1.578,489.99,-236.816,223.694
-0.989,-2.482,1.866,460.632,-166.138,249.39
-1.038,-2.318,2.156,287.781,-151.672,179.932
-0.706,-2.315,2.637,177.734,-130.066,149.597
-0.625,-2.249,2.627,12.451,-3.845,181.702
-0.7,-1.727,2.017,-34.912,69.153,211.182
-0.71,-1.376,1.59,-106.873,130.066,198.73
-0.542,-0.831,0.911,-137.39,115.906,156.189
-0.387,-0.711,0.719,-158.325,72.998,58.594
-0.078,-0.628,0.431,-151.794,65.125,27.893
0.033,-0.59,0.286,-132.812,53.894,7.019
-0.122,-2.573,1.023,259.338,-221.13,65.002
-0.211,-2.849,1.423,261.108,-202.393,210.327
-0.452,-3.336,2.223,236.023,-181.396,286.621
-0.66,-3.332,2.511,115.784,-92.407,412.781
-1.011,-2.776,2.469,18.677,-29.968,443.359
-1.084,-2.392,2.283,-210.51,91.858,428.467
-1.228,-1.518,2.081,-323.059,160.645,410.339
-1.286,-1.118,1.915,-583.374,288.147,373.108
-1.208,-0.495,1.001,-721.191,302.368,348.694
-1.264,-0.047,0.203,-879.883,253.357,277.893
-1.633,1.669,-2.384,-856.811,208.74,188.843
-1.485,2.348,-3.451,-595.032,-43.64,-179.687
-0.585,1.698,-3.323,-423.584,-205.261,-366.943
-0.28,0.905,-3.026,-127.869,-326.721,-481.995
-0.692,-0.47,-2.933,37.903,-331.604,-448.425
-1.084,-1.215,-2.625,420.959,-356.873,-427.856
-1.272,-2.948,-1.787,556.946,-375.915,-454.712
-0.964,-3.688,-1.352,601.074,-472.168,-462.402
0.139,-4,0.191,538.208,-545.532,-371.46
0.182,-4,1.208,427.246,-526.306,28.992
-0.801,-3.598,2.169,441.528,-374.145,224.365
-1.305,-3.042,2.039,454.285,-130.188,376.953
-1.544,-2,2.135,380.188,-115.295,336.975
-1.294,-1.737,2.353,132.69,-94.543,183.35
-0.793,-1.572,2.235,19.043,-49.5,130.249
-0.715,-1.528,1.883,-94.666,62.378,103.455
-0.665,-1.218,0.994,-111.694,103.699,113.403
-0.581,-0.99,0.631,-132.935,114.502,107.117
-0.271,-0.693,0.218,-140.137,92.773,79.468
-0.094,-0.675,0.141,-140.503,66.223,44.556
-0.452,-2.887,0.737,258.606,-218.079,-23.132
-0.415,-3.403,1.337,265.991,-252.747,82.031
-0.392,-3.914,2.329,240.479,-233.459,173.889
-0.548,-3.782,2.56,155.701,-114.319,408.63
-1.074,-2.788,2.334,88.623,-35.583,479.553
-1.186,-2.255,2.079,-95.032,82.397,463.928
-1.212,-1.413,1.81,-202.27,120.178,422.974
-1.233,-1.053,1.848,-448.12,227.295,354.431
-1.103,-0.61,1.402,-598.572,281.372,328.735
-1.073,-0.428,0.811,-850.708,300.476,311.34
-1.555,0.52,-0.98,-900.33,285.095,299.927
-1.863,1.347,-2.275,-799.011,188.599,103.577
-1.567,2.449,-4,-651.55,28.748,-102.966
-1.172,2.001,-3.849,-277.466,-330.933,-471.008
-0.701,0.05,-2.975,-90.332,-371.948,-521.484
-0.798,-0.864,-2.933,319.519,-315.491,-472.412
-1.247,-2.571,-2.547,513.367,-320.862,-471.374
-1.317,-3.36,-2.185,698.669,-421.02,-533.264
-0.669,-4,-1.147,665.71,-514.587,-525.208
-0.259,-4,-0.252,479.431,-707.519,-249.39
-0.889,-3.982,2.098,442.505,-680.664,-8.728
-1.451,-3.967,2.753,529.236,-290.955,362.854
-2.05,-3.315,2.697,506.531,-148.987,423.584
-2.051,-2.662,2.57,250.793,-104.553,343.506
-1.544,-1.724,2.251,118.225,-80.017,256.226
-1.215,-1.574,1.947,-73.669,28.259,120.911
-0.734,-1.381,1.161,-150.94,71.777,100.952
-0.594,-1.174,0.748,-225.281,131.042,115.784
-0.355,-0.687,-0.039,-219.543,144.226,111.572
-0.233,-0.512,-0.305,-178.711,107.056,57.983
-0.287,-2.58,0.943,278.015,-216.187,61.035
-0.352,-2.896,1.336,269.287,-221.191,175.781
-0.539,-3.361,1.919,222.107,-214.844,235.291
-0.649,-3.387,2.15,82.336,-160.034,340.332
-0.866,-2.895,2.473,-5.615,-87.891,370.422
-0.923,-2.529,2.32,-226.99,103.821,386.78
-1.127,-1.796,1.905,-349.121,176.758,387.573
-1.213,-1.494,1.765,-594.177,295.349,388.184
-1.254,-0.862,1.137,-709.961,331.909,389.465
-1.416,-0.466,0.537,-892.7,336.975,388.061
-2.203,0.912,-1.84,-947.998,296.57,339.355
-2.387,2.009,-3.369,-852.661,13.733,-23.132
-1.794,2.365,-4,-676.269,-211.06,-283.997
-1.319,1.281,-3.902,-186.401,-372.192,-569.397
-1.063,-1.191,-3.891,89.111,-323.486,-568.481
-1.232,-2.251,-3.751,594.971,-318.726,-545.41
-1.185,-3.841,-2.865,746.826,-367.371,-559.692
-0.863,-4,-2.314,743.896,-538.452,-528.076
-0.403,-4,-0.702,657.104,-637.634,-422.302
-0.702,-3.985,0.474,589.233,-648.132,-50.659
-1.437,-3.994,2.829,610.657,-522.522,122.986
-1.503,-4,3.425,476.074,-253.906,330.566
-1.619,-3.578,3.158,313.599,-160.278,370.239
-1.591,-2.86,2.599,7.996,5.737,330.017
-1.184,-1.63,1.467,-107.788,63.904,276.733
-0.916,-1.27,0.978,-218.079,108.521,191.345
-0.475,-0.626,0.293,-209.839,108.765,163.269
-0.302,-0.369,0.062,-145.264,106.14,103.699
-0.01,-0.068,-0.312,-129.333,92.773,67.993
0.079,-0.064,-0.422,-130.31,22.705,-18.616
0.124,-2.347,-0.334,223.145,-173.584,-103.271
0.179,-2.822,-0.009,337.524,-242.676,6.47
0.027,-3.49,1.028,351.99,-270.63,88.989
-0.205,-3.654,1.524,310.852,-251.587,280.701
-0.706,-3.686,2.142,262.39,-215.881,369.629
-0.959,-3.452,2.277,105.347,-152.527,475.891
-1.223,-2.66,2.427,1.587,-104.858,473.694
-1.174,-2.287,2.356,-237.549,61.157,416.931
-1.197,-1.6,1.975,-364.563,144.47,407.593
-1.341,-1.218,1.771,-596.558,261.597,418.03
-1.541,-0.359,1.242,-694.153,287.659,414.062
-1.626,0.08,0.696,-890.503,274.719,362.732
-1.999,1.077,-1.599,-973.877,228.882,286.743
-2.006,1.72,-3.101,-894.775,-36.499,-65.857
-1.51,1.95,-3.948,-702.698,-245.3,-289.612
-1.198,1.077,-3.3,-199.402,-412.781,-538.513
-0.967,-1.015,-2.855,48.157,-346.741,-539.429
-1.057,-1.867,-2.913,481.262,-281.189,-524.475
-1.141,-3.207,-2.518,628.54,-326.965,-547.302
-1.011,-3.685,-2.117,692.627,-496.948,-557.678
-0.614,-4,-1.067,630.859,-593.384,-500.183
-0.698,-4,-0.32,520.02,-698.181,-231.995
-1.27,-3.989,1.585,525.879,-647.888,-63.965
-1.394,-3.992,2.331,524.78,-397.278,224.854
-1.429,-3.877,2.822,438.477,-288.452,324.646
-1.528,-3.423,2.686,189.514,-108.887,413.086
-1.49,-1.993,1.941,83.374,-15.381,388.611
-1.288,-1.512,1.556,-115.051,80.505,254.333
-0.83,-1.04,0.923,-195.251,96.497,194.275
-0.635,-0.844,0.585,-231.445,122.986,111.938
0.033,-2.684,0.784,139.404,-222.961,66.406
-0.072,-2.907,1.344,142.578,-260.925,228.577
-0.345,-3.182,2.634,102.661,-244.934,306.335
-0.899,-2.587,3.031,-21.606,-60.547,450.684
-1.136,-2.092,2.727,-117.92,69.641,492.126
-1.425,-1.296,2.143,-364.136,246.216,482.91
-1.515,-0.995,1.87,-501.892,293.213,454.834
-1.571,-0.452,0.707,-785.644,324.646,381.287
-1.857,-0.113,-0.398,-908.935,318.237,343.994
-2.597,1.763,-3.663,-993.286,204.102,153.748
-2.334,2.466,-4,-868.713,-26.367,-82.092
-1.188,0.376,-3.301,-333.008,-528.442,-563.477
-0.83,-0.935,-3.051,-40.833,-505.005,-613.464
-0.969,-2.463,-3.044,498.352,-290.222,-518.066
-1.148,-3.087,-2.754,814.148,-367.92,-538.147
-0.81,-4,-1.601,823.669,-466.125,-558.228
-0.36,-4,-0.795,628.296,-671.02,-394.958
-0.348,-4,1.436,530.762,-724.487,-193.604
-0.807,-3.984,2.433,489.563,-507.385,234.192
-1.489,-3.929,2.783,483.948,-318.665,368.591
-1.573,-3.6,2.513,308.533,-130.92,449.768
-1.42,-2.226,2.01,179.504,-96.497,427.612
-1.221,-1.6,1.763,-27.161,13.611,316.65
-0.739,-0.898,1.148,-102.051,64.27,247.559
-0.563,-0.737,0.81,-176.147,111.633,112.366
-0.264,-0.551,0.11,-186.035,120.117,67.078
-0.118,-0.451,-0.157,-191.101,118.713,49.5
0.143,-0.317,-0.467,-158.02,97.778,42.603
0.23,-0.378,-0.467,-118.347,71.35,20.264
0.266,-0.66,-0.212,-48.645,4.517,-33.142
0.245,-2.746,0.414,148.56,-194.641,16.235
0.283,-3.212,0.84,173.279,-240.845,155.212
0.07,-3.638,1.935,155.762,-235.962,248.657
-0.51,-2.908,2.448,75.562,-89.111,416.016
-0.742,-2.351,2.28,-0.671,14.038,460.815
-0.886,-1.822,2.151,-223.816,129.272,466.003
-1.106,-0.954,2.242,-364.929,173.401,449.097
-1.246,-0.568,2.081,-679.993,291.87,414.856
