aX,aY,aZ,gX,gY,gZ
0.251,0.257,0.302,-7.263,60.974,-2.441
0.217,0.356,0.277,-51.086,12.756,-1.282
0.274,-0.118,2.515,81.848,24.414,35.583
0.256,-0.106,2.938,75.5,52.429,34.058
0.336,-0.222,3.429,54.077,73.608,29.907
0.39,-0.329,3.443,-7.08,90.088,22.278
0.456,-0.658,3.251,-37.842,75.012,21.423
0.426,-0.873,3.135,-88.257,26.184,29.053
0.391,-1.305,2.821,-111.023,11.841,30.518
0.434,-1.458,2.515,-164.856,5.493,35.461
0.488,-1.434,1.664,-201.111,-6.775,45.471
0.456,-1.307,1.274,-264.648,-52.368,69.641
0.387,-1.011,0.724,-277.527,-61.951,82.397
0.363,-0.801,0.542,-285.706,-46.204,108.643
0.216,-0.286,0.173,-291.687,-35.278,116.577
0.117,-0.117,-0.022,-283.02,-41.443,103.271
-0.002,-0.032,-0.148,-252.869,-49.194,86.67
-0.011,-0.041,-0.13,-156.006,-39.612,53.101
0.033,-0.051,-0.124,-104.553,-27.039,39.612
0.03,-0.038,-0.08,-31.372,-7.507,17.395
-0.046,0.059,0.007,-32.227,-17.395,-0.854
-0.067,0.084,0.024,-82.642,-85.754,-51.697
-0.041,0.023,0.039,-89.966,-104.431,-66.467
-0.007,-0.027,0.014,-42.175,-78.613,-62.439
-0.003,-0.006,0.087,-10.681,-57.068,-51.941
-0.079,0.073,0.223,2.38,-23.132,-38.94
-0.202,0.169,0.332,-25.635,-22.156,-46.997
-0.173,0.149,0.279,-92.773,-68.176,-80.872
-0.031,0.067,0.223,-99.609,-84.045,-87.341
0.009,0.055,0.252,-49.866,-36.011,-65.063
0.02,0.116,0.343,-18.738,5.127,-47.668
0.03,0.17,0.391,1.77,46.57,-27.771
0.125,-0.089,2.918,67.322,50.598,0.61
0.225,-0.201,3.039,54.321,76.538,-27.1
0.431,-0.553,3.038,51.086,77.881,-31.494
0.452,-0.759,3.035,54.077,49.866,-18.311
0.438,-1.291,3.128,42.542,34.607,-7.324
0.404,-1.627,3.093,-64.453,59.326,20.325
0.612,-1.806,2.23,-154.48,83.923,38.757
0.735,-1.542,1.661,-268.005,27.588,63.904
0.618,-1.268,1.376,-278.381,-34.851,59.387
0.516,-1.31,1.443,-305.725,-71.533,42.053
0.488,-1.166,1.099,-328.674,-34.302,48.95
0.493,-0.969,0.682,-328.796,69.824,108.582
0.38,-0.57,-0.119,-297.668,110.657,144.043
0.252,-0.37,-0.351,-251.099,99.976,172.485
-0.057,-0.065,-0.389,-251.831,45.471,152.588
-0.121,-0.011,-0.293,-233.887,-52.185,78.796
-0.092,-0.025,-0.137,-202.698,-67.932,54.321
-0.095,-0.01,-0.098,-127.563,-51.514,43.762
-0.219,0.087,-0.062,-93.201,-30.334,41.809
-0.322,0.138,-0.039,-68.848,-21.973,13.245
-0.382,0.12,0.052,-83.984,-49.561,-16.296
-0.306,0.068,0.071,-101.257,-84.167,-58.289
-0.119,0.023,-0.019,-85.876,-67.749,-56.152
-0.065,0.041,-0.079,-41.138,-19.592,-37.476
-0.063,0.126,-0.099,-27.771,-11.902,-35.4
-0.108,0.231,-0.018,-27.161,-35.645,-52.124
-0.1,0.228,0.062,-37.17,-64.27,-68.97
0.052,0.149,0.302,-43.457,-98.938,-90.454
0.13,0.184,0.425,-31.86,-81.909,-79.773
0.153,0.364,0.508,-15.442,-16.113,-31.982
0.383,0.056,2.464,37.781,29.114,-3.906
0.461,0.047,2.656,35.034,63.354,-8.179
0.646,-0.162,3.009,30.701,73.914,-8.301
0.74,-0.356,3.139,6.653,80.2,6.775
0.821,-0.743,3.125,-10.62,80.017,20.142
0.771,-0.881,3.004,-65.247,58.472,46.326
0.502,-1.032,2.72,-106.506,33.813,53.101
0.371,-1.072,2.559,-182.739,8.484,52.063
0.348,-1.171,2.023,-207.642,22.705,53.894
0.398,-1.179,1.643,-240.967,60.364,83.435
0.374,-0.926,0.923,-255.554,63.416,105.041
0.302,-0.733,0.619,-302.307,15.625,119.751
0.129,-0.433,0.22,-314.941,-20.63,108.887
0.08,-0.373,0.148,-260.62,-29.724,84.045
0.047,-0.304,0.057,-204.041,0.122,80.261
-0.001,-0.213,-0.015,-122.192,38.696,69.153
-0.147,0.023,-0.201,-130.249,6.836,44.128
-0.156,0.065,-0.264,-176.697,-115.234,-34.302
-0.005,-0.068,-0.22,-166.443,-150.452,-61.401
0.088,-0.151,-0.124,-71.472,-112.915,-57.129
0.158,-0.109,0.046,-20.752,-59.998,-36.438
0.104,-0.007,0.098,21.423,18.372,-0.916
-0.107,0.172,0.152,3.052,20.02,-1.221
-0.148,0.196,0.152,-75.317,-49.622,-46.326
-0.016,0.14,0.203,-93.384,-80.444,-68.97
0.092,0.108,0.251,-63.171,-63.904,-69.702
0.172,0.159,0.324,-41.016,-32.043,-52.124
0.149,0.204,0.329,-22.705,18.555,-15.198
0.066,0.25,0.358,-27.588,24.353,-5.981
0.06,0.267,0.406,-53.345,3.113,-14.16
0.474,-0.143,2.427,76.965,10.132,1.404
0.561,-0.155,2.755,96.008,25.146,-2.991
0.794,-0.414,3.41,104.919,38.696,-1.282
0.87,-0.857,3.743,95.764,60.73,20.264
0.783,-1.015,3.705,55.115,55.237,34.668
0.628,-1.134,3.537,-104.919,19.287,42.542
0.384,-1.283,2.77,-185.913,15.381,40.833
0.292,-1.299,2.273,-278.992,23.621,49.377
0.219,-1.167,1.329,-295.715,30.273,59.937
0.263,-1.027,0.901,-287.964,66.284,99.243
0.223,-0.46,0.153,-271.24,82.703,129.089
0.11,-0.158,-0.121,-270.569,23.376,135.376
0.024,0.038,-0.223,-278.748,-45.105,99.854
0.035,0.003,-0.104,-232.544,-111.267,38.757
0.026,-0.01,0.026,-180.054,-95.032,26.428
0.043,0.012,0.005,-77.209,-47.852,27.1
-0.031,0.117,0.074,-47.119,-32.349,31.616
-0.135,0.189,0.102,-80.2,-51.819,-1.709
-0.203,0.157,0.052,-119.141,-87.708,-39.795
-0.12,0.054,0.013,-138.245,-130.981,-89.233
0.021,-0.103,0.023,-113.403,-123.901,-84.045
0.015,-0.101,0.068,-43.335,-63.599,-47.302
-0.048,0.015,0.167,-20.63,-30.457,-35.889
-0.088,0.099,0.196,-39.551,-19.287,-49.194
-0.091,0.14,0.198,-66.956,-41.321,-68.176
-0.034,0.086,0.201,-83.74,-70.74,-90.82
0.11,0.008,0.219,-65.125,-59.998,-84.167
0.148,0.009,0.25,-7.507,-7.874,-48.096
0.129,0.106,0.403,12.268,14.832,-31.799
0.107,0.195,0.502,4.15,30.823,-22.4
0.433,-0.312,2.276,94.727,-14.038,-2.319
0.499,-0.313,2.607,94.543,5.615,-0.122
0.432,-0.248,3.078,71.35,14.038,4.639
0.301,-0.173,3.162,-4.456,20.203,4.944
0.132,-0.222,3.107,-28.137,31.25,-1.709
0.147,-0.434,3.058,-37.415,57.861,-9.521
0.306,-0.943,2.883,-58.289,54.932,-12.512
0.41,-1.13,2.67,-162.17,15.32,-13.184
0.421,-1.256,1.961,-213.074,0.854,-2.869
0.346,-1.24,1.553,-243.103,11.719,38.452
0.274,-1.1,0.914,-228.577,25.33,59.021
0.248,-0.938,0.72,-201.172,28.259,87.341
0.085,-0.452,0.489,-213.013,4.333,88.135
-0.008,-0.24,0.405,-264.038,-75.439,54.016
-0.074,-0.1,0.295,-265.93,-95.764,37.292
-0.061,-0.102,0.239,-188.965,-63.843,28.625
-0.091,-0.019,0.126,-131.531,-36.133,25.33
-0.126,0.043,0.148,-61.096,-19.409,-3.906
-0.162,0.153,0.226,-74.768,-40.039,-33.997
-0.116,0.15,0.173,-151.062,-124.878,-113.22
0.07,0.015,0.03,-156.677,-147.766,-133.545
0.154,-0.059,0.012,-76.965,-98.45,-106.75
0.203,-0.072,0.109,-30.396,-52.063,-77.576
0.128,0.029,0.182,-6.165,0.122,-42.542
-0.043,0.221,0.247,-28.809,-7.935,-47.913
-0.057,0.197,0.229,-56.824,-26.428,-60.608
0.032,0,0.181,-78.918,-47.852,-71.289
0.068,-0.048,0.243,-64.88,-43.579,-63.477
0.074,-0.039,0.336,-14.343,4.211,-29.419
0.031,0.1,0.422,-2.197,30.884,-13.794
0.176,-0.115,2.701,111.145,33.569,-13.306
0.237,-0.303,3.001,123.23,65.43,-36.682
0.517,-0.784,3.18,98.816,75.745,-38.147
0.579,-0.948,2.999,3.662,52.124,-6.897
0.4,-0.992,2.532,-39.795,26.306,11.841
0.248,-0.936,2.329,-96.619,-0.916,31.616
0.108,-0.96,1.884,-121.338,-5.676,34.485
0.101,-1.007,1.669,-170.471,-28.259,40.71
0.045,-0.853,1.33,-189.514,-33.691,43.457
0.051,-0.737,1.127,-232.361,-34.485,41.504
0.049,-0.548,0.639,-246.582,-35.889,41.138
0.011,-0.536,0.478,-217.529,-14.893,52.673
-0.066,-0.518,0.415,-194.641,-2.441,55.42
-0.082,-0.443,0.363,-233.704,-51.147,14.587
0.012,-0.282,0.078,-264.526,-94.666,-16.663
0.041,-0.202,-0.035,-219.421,-95.947,-30.396
0.014,-0.115,-0.106,-162.476,-63.232,-16.479
-0.005,-0.068,-0.05,-78.491,-10.742,2.38
-0.038,0.126,-0.04,-78.064,-11.902,-8.789
-0.061,0.193,-0.058,-110.474,-67.932,-57.922
-0.038,0.193,0.043,-97.778,-73.853,-70.068
-0.001,0.158,0.109,-30.273,-19.958,-47.424
0.014,0.124,0.223,-8.728,10.803,-26.306
-0.023,0.159,0.26,-38.818,13.672,-16.052
-0.041,0.191,0.271,-70.435,-8.789,-30.457
0.016,0.143,0.284,-74.524,-17.7,-40.894
0.086,0.105,0.341,-48.95,7.874,-24.841
0.058,0.172,0.307,-12.817,52.49,5.066
0,0.349,0.281,-13.794,44.006,-1.648
0.022,0.379,0.334,-35.828,-8.301,-38.757
0.21,-0.196,2.501,63.843,43.701,-16.235
0.352,-0.326,2.617,65.979,71.167,-33.813
0.606,-0.637,2.707,59.509,72.449,-30.884
0.637,-0.777,2.719,14.038,40.771,-4.028
0.517,-0.976,2.609,-23.926,19.836,9.155
0.453,-1.031,2.487,-99.792,5.188,23.193
0.337,-1.089,2.117,-140.564,1.221,29.358
0.285,-1.072,1.829,-208.496,7.751,49.561
0.238,-0.877,1.133,-220.398,21.24,63.721
0.207,-0.658,0.823,-227.722,34.607,97.107
0.054,-0.177,0.365,-250.061,7.935,95.459
0.001,-0.064,0.208,-295.349,-80.322,44.617
0.061,-0.081,0.094,-281.006,-99.182,22.278
0.135,-0.135,0.111,-190.979,-73.303,23.071
0.167,-0.193,0.151,-137.512,-48.462,37.964
0.102,-0.132,0.201,-55.176,-9.033,51.086
-0.071,0.136,0.266,-47.18,-6.104,39.49
-0.119,0.241,0.237,-92.59,-50.293,-21.057
-0.12,0.215,0.196,-116.699,-86.548,-55.908
-0.071,0.115,0.234,-106.812,-112.183,-88.623
0.031,0.018,0.313,-79.468,-91.248,-82.275
0.06,0.049,0.317,-19.409,-25.146,-46.57
0.046,0.151,0.364,4.395,4.761,-27.527
0.003,0.183,0.418,12.939,25.757,-13.733
-0.036,0.183,0.457,-41.382,10.803,-23.071
-0.002,0.154,0.454,-79.468,-16.357,-41.382
0.054,0.122,0.446,-100.769,-34.424,-52.185
0.101,0.148,0.381,-82.703,-17.822,-38.757
0.012,0.294,0.399,-24.475,25.208,-5.493
-0.048,0.341,0.473,-2.014,38.025,2.502
0.267,-0.315,2.259,15.93,48.34,-7.324
0.222,-0.366,2.335,11.902,40.222,-0.61
0.265,-0.557,2.403,17.456,46.753,-5.371
0.362,-0.687,2.331,8.911,45.166,-3.296
0.384,-0.857,2.148,-18.555,19.226,8.301
0.314,-0.856,2.064,-84.778,-30.701,32.349
0.105,-0.768,1.815,-107.849,-33.63,40.833
0.047,-0.731,1.64,-132.141,-9.521,44.861
0.04,-0.571,1.231,-145.752,-0.061,45.288
0.041,-0.449,1.011,-189.941,-11.047,45.471
0.038,-0.32,0.671,-205.994,-27.649,40.222
0.062,-0.306,0.587,-189.941,-39.185,27.893
0.106,-0.183,0.54,-165.344,-29.114,27.954
0.082,-0.057,0.53,-139.587,-8.301,32.898
-0.01,0.125,0.448,-153.381,-17.517,25.513
-0.025,0.1,0.409,-187.988,-64.758,-12.695
0.039,-0.022,0.409,-182.129,-74.768,-28.564
0.066,-0.026,0.401,-130.249,-43.884,-30.151
0.036,0.079,0.366,-98.999,-17.029,-20.264
-0.015,0.156,0.396,-64.087,27.527,-2.625
-0.099,0.217,0.392,-84.778,24.231,-9.949
-0.092,0.173,0.317,-160.217,-41.565,-54.504
0.019,0.092,0.227,-161.987,-61.34,-68.909
0.067,0.114,0.253,-91.614,-26.733,-55.786
0.055,0.184,0.299,-57.739,2.686,-38.818
0.018,0.189,0.304,-43.701,16.113,-29.602
