aX,aY,aZ,gX,gY,gZ
-0.005,-0.350,0.795,-13.855,23.560,7.446
0.076,-0.355,0.747,-12.146,22.766,6.653
0.111,-0.366,0.730,7.385,23.621,15.808
1.436,-0.480,0.963,49.011,12.817,-29.602
1.688,-0.636,0.906,25.635,11.353,-19.653
2.161,-1.026,0.683,8.545,2.441,-4.883
2.281,-1.297,0.474,-4.089,-15.259,62.927
2.161,-1.326,0.383,-3.052,-22.705,110.229
1.667,-1.250,0.204,-4.700,-45.349,191.833
1.362,-1.206,0.124,-7.019,-64.453,217.773
0.677,-1.078,0.148,8.728,-105.469,249.817
0.277,-0.974,0.267,32.593,-116.333,262.695
-0.548,-0.797,0.671,97.961,-120.361,270.813
-0.884,-0.734,0.945,118.958,-121.033,256.042
-1.289,-0.573,1.410,106.018,-117.554,196.167
-1.380,-0.535,1.477,83.923,-104.797,164.917
-1.409,-0.651,1.308,52.551,-59.814,118.774
-1.344,-0.764,1.162,47.119,-37.476,101.074
-1.254,-0.853,1.039,42.603,-9.827,78.064
-1.076,-0.850,0.869,38.086,-2.014,73.792
-0.990,-0.778,0.802,19.409,-2.380,68.359
-0.828,-0.595,0.726,7.263,-10.803,64.514
-0.783,-0.482,0.734,-12.390,-33.264,59.326
-0.790,-0.234,0.841,-16.296,-41.626,58.228
-0.793,-0.126,0.919,-11.841,-46.753,52.429
-0.700,0.014,1.084,-6.348,-43.274,46.326
-0.592,0.032,1.144,1.709,-30.151,28.564
-0.399,-0.016,1.153,-1.160,-22.461,20.935
-0.320,-0.069,1.084,-11.719,-5.310,10.864
-0.192,-0.210,0.912,-13.794,0.854,7.629
-0.119,-0.277,0.846,-7.935,7.935,4.578
0.029,-0.367,0.755,-2.930,9.399,5.676
0.084,-0.393,0.730,2.319,6.531,9.949
1.554,-0.520,0.683,77.698,68.359,88.440
1.624,-0.644,0.583,58.350,54.443,94.849
1.701,-1.025,0.394,30.640,23.499,88.257
1.708,-1.241,0.348,-17.273,-43.152,97.290
1.549,-1.494,0.361,-18.921,-60.181,125.977
1.321,-1.468,0.376,10.010,-63.843,207.092
0.609,-1.191,0.504,27.710,-66.284,236.999
0.168,-0.990,0.706,80.444,-68.481,264.832
-0.586,-0.558,1.196,109.131,-59.814,263.123
-0.807,-0.377,1.323,115.173,-50.232,217.102
-1.077,-0.398,1.261,94.543,-53.955,183.228
-1.210,-0.648,1.210,82.092,-43.518,144.287
