aX,aY,aZ,gX,gY,gZ
0.009,0.044,1.010,-1.953,-5.249,-0.244
0.006,0.044,1.008,0.854,-2.563,2.197
-0.004,0.042,1.018,2.930,-1.038,3.052
-0.006,0.040,1.023,3.418,-0.366,2.380
-0.021,0.112,0.994,2.930,-6.409,-7.996
-0.018,0.107,1.004,3.967,-5.249,-7.324
-0.014,0.103,1.006,4.578,-4.333,-7.080
0.000,0.087,1.021,4.639,-3.174,-5.859
0.001,0.082,1.031,2.991,-2.441,-3.845
-0.005,0.087,1.027,0.000,0.916,0.061
-0.008,0.097,1.021,-1.038,2.686,0.671
-0.011,0.110,1.010,-1.648,3.052,-0.061
-0.010,0.109,1.004,-2.136,4.517,-0.732
-0.012,0.109,0.997,-1.404,5.432,-0.732
-0.014,0.111,0.996,0.916,6.897,-1.770
-0.009,0.111,0.991,1.709,7.141,-2.197
-0.000,0.100,0.990,3.235,6.531,-2.197
0.005,0.096,0.991,5.005,6.409,-1.160
0.009,0.100,0.992,5.127,6.348,-0.061
0.008,0.105,0.993,3.418,5.066,1.038
0.005,0.107,1.003,2.258,4.150,0.732
0.006,0.106,1.008,1.465,4.700,0.183
0.010,0.104,1.002,1.831,5.859,0.183
0.012,0.102,0.994,3.113,6.165,0.122
0.020,0.095,0.989,3.540,5.066,-0.061
0.024,0.089,0.992,3.601,3.540,0.916
0.022,0.088,1.002,3.357,3.540,2.014
0.012,0.101,1.005,3.479,4.883,3.540
0.010,0.105,1.002,3.662,4.883,2.197
0.010,0.095,1.003,2.930,3.845,1.221
0.010,0.091,1.007,0.854,3.235,0.854
0.010,0.088,1.018,0.610,4.456,1.099
0.010,0.088,1.028,-0.305,8.240,2.686
0.006,0.085,1.046,-1.038,10.986,3.906
0.057,0.096,0.986,2.197,-7.935,-2.869
0.052,0.091,0.995,3.540,-7.812,-1.831
0.048,0.098,0.999,7.202,-6.104,0.916
0.041,0.113,1.007,8.789,-5.005,1.343
0.039,0.111,1.011,9.583,-3.174,-0.610
0.034,0.098,1.020,8.850,-2.747,-2.441
0.032,0.093,1.030,6.226,-1.404,-5.676
0.020,0.087,1.056,5.310,0.732,-7.080
0.018,0.078,1.074,5.371,8.606,-9.277
0.024,0.062,1.096,8.911,25.574,-7.263
0.038,-0.011,1.215,16.235,45.105,-2.869
0.055,-0.065,1.323,34.973,113.647,13.123
0.083,-0.142,1.577,33.325,156.189,23.621
0.089,-0.158,1.718,6.042,266.235,47.180
0.025,-0.142,1.842,-5.798,346.130,62.134
0.033,-0.150,1.792,-14.893,504.456,88.135
0.115,-0.274,1.845,-32.776,565.002,106.689
-0.150,-0.172,1.765,-112.488,693.359,161.255
-0.364,0.015,1.532,-135.864,831.787,187.134
-0.672,0.351,0.990,-114.929,889.831,184.570
-0.718,0.444,0.741,-110.168,912.476,166.809
-0.678,0.441,0.307,-141.602,868.835,149.536
-0.597,0.400,0.054,-186.462,774.231,98.328
-0.448,0.367,-0.551,-173.645,758.911,67.871
-0.361,0.236,-0.831,-140.686,735.413,10.925
-0.187,-0.168,-1.406,-134.644,701.294,5.066
-0.102,-0.382,-2.059,-110.291,559.631,35.217
-0.057,-0.415,-2.251,-77.148,304.199,97.229
-0.177,-0.161,-2.073,-48.645,188.782,136.108
-0.323,0.089,-1.726,25.513,68.237,171.387
0.028,0.114,1.008,3.479,0.061,-0.244
0.023,0.120,1.002,2.380,-0.244,-0.916
0.022,0.118,1.000,2.258,-1.282,-1.770
0.020,0.110,1.005,3.418,-0.671,-1.526
0.019,0.108,1.009,5.249,2.502,-0.427
0.021,0.107,1.009,5.188,3.967,-0.366
0.021,0.110,1.006,4.639,4.761,-1.587
0.023,0.115,0.996,4.456,4.089,-2.808
0.026,0.111,0.993,5.066,2.991,-4.456
0.033,0.099,1.000,5.676,2.991,-3.967
0.035,0.097,1.008,7.629,5.188,-1.892
0.039,0.089,1.013,8.606,7.385,-1.038
0.044,0.088,1.011,9.155,9.338,-0.061
0.050,0.084,1.011,8.789,9.033,0.244
0.047,0.083,1.014,6.958,10.071,1.465
0.040,0.087,1.017,6.836,11.658,2.136
0.037,0.083,1.023,9.766,16.846,2.075
0.040,0.076,1.029,10.681,21.729,2.869
0.053,0.056,1.069,9.521,24.231,4.211
0.065,0.041,1.111,2.502,36.499,11.475
0.082,-0.003,1.227,-1.038,50.842,18.127
0.103,-0.040,1.319,-8.606,102.844,36.377
0.156,-0.152,1.583,-12.634,146.423,49.927
0.148,-0.145,1.798,-15.808,280.701,91.187
0.115,-0.100,1.822,-20.752,361.999,111.267
0.108,-0.140,1.740,-54.565,517.456,141.968
0.139,-0.207,1.704,-121.277,630.127,185.913
-0.021,-0.178,1.618,-159.119,682.983,208.801
-0.266,-0.026,1.498,-205.933,808.594,227.417
-0.780,0.440,0.966,-211.914,862.976,213.501
0.015,0.162,1.003,5.981,6.836,1.770
0.018,0.163,1.004,6.348,11.169,2.625
0.025,0.158,1.007,5.981,12.451,2.686
0.030,0.155,1.012,7.385,17.639,3.235
0.039,0.149,1.046,10.559,24.841,4.639
0.048,0.139,1.103,23.132,62.439,9.583
0.096,0.029,1.358,29.663,101.013,14.221
0.142,-0.065,1.508,18.250,205.444,32.349
0.217,-0.173,1.672,-4.089,252.319,44.067
0.231,-0.167,1.709,-39.673,345.642,64.331
0.213,-0.153,1.787,-55.237,501.099,103.455
