0.057,-0.866,0.451,161.804,-17.029,31.372
-0.003,-0.884,0.787,189.697,-50.354,75.012
-0.131,-0.745,1.474,218.262,-14.648,86.731
-0.042,-0.707,1.801,251.709,34.851,65.796
0.560,-0.916,2.648,304.993,90.393,-30.518
0.875,-1.033,2.912,295.715,88.440,-64.575
1.040,-1.006,2.920,207.581,30.701,-83.862
0.967,-0.803,2.557,176.819,11.230,-80.261
0.906,-0.789,2.400,160.645,25.452,-94.604
0.923,-0.915,2.356,153.748,33.936,-101.624
0.918,-0.935,2.370,111.938,29.846,-82.336
0.755,-0.804,2.196,83.801,21.484,-66.406
0.585,-0.720,2.006,36.560,4.761,-36.621
0.139,-0.605,1.549,21.667,-0.732,-24.719
-0.082,-0.578,1.335,8.118,-9.338,-17.944
-0.327,-0.557,1.042,6.531,-10.132,-22.400
-0.316,-0.543,0.980,12.146,-3.174,-37.354
-0.129,-0.614,1.018,16.052,0.854,-43.884
-0.050,-0.659,1.017,8.240,3.052,-46.448
0.031,-0.663,0.927,0.610,1.221,-42.175
0.087,-0.662,0.910,-5.981,-8.301,-28.625
0.164,-0.703,0.870,-6.897,-13.611,-21.545
0.160,-0.705,0.821,-6.958,-21.729,-11.047
0.120,-0.687,0.754,-3.052,-24.963,-2.930
0.104,-0.707,0.728,1.282,-36.194,10.132
0.048,-0.686,0.741,-0.488,-38.757,4.089
0.039,-0.672,0.773,-1.404,-35.950,-7.568
0.059,-0.672,0.801,-3.479,-30.762,-10.315
0.078,-0.676,0.767,-9.583,-18.433,-14.221
0.107,-0.664,0.703,-8.850,-13.489,-14.404
0.153,0.351,-0.575,-58.533,-59.631,-43.152
-0.041,0.273,-0.596,-53.345,-7.996,34.546
-0.730,-0.103,-0.979,-115.051,154.114,190.369
-0.977,-0.212,-1.272,-117.065,244.446,151.672
-0.808,0.016,-1.473,-31.372,214.966,36.255
-0.624,-0.187,-1.207,172.241,26.001,-138.977
-0.466,-1.256,0.097,233.398,-60.669,-123.718
-0.500,-1.608,0.776,284.485,-37.537,-22.461
-0.285,-1.645,1.478,298.828,16.785,-15.198
0.097,-1.674,1.947,419.739,57.800,-63.232
1.375,-2.655,3.862,485.352,90.637,-100.830
1.965,-2.889,4.000,314.880,144.714,-165.222
2.033,-1.614,3.534,162.537,107.300,-155.884
1.759,-1.105,2.896,75.745,58.899,-114.563
1.443,-1.007,2.170,59.937,52.673,-36.987
1.255,-0.941,1.981,58.716,60.852,-10.864
0.447,-0.620,1.583,34.668,-1.465,53.345
