aX,aY,aZ,gX,gY,gZ
0.031,0.041,0.99,-14.099,-0.793,-6.958
0.029,0.067,0.984,-6.897,5.554,-1.77
0.018,0.1,0.978,-5.249,7.935,-0.671
0.004,0.138,0.966,-10.803,4.944,-5.493
0.048,-1.525,1.174,30.029,-2.808,24.109
0.068,-1.684,1.066,11.658,-4.944,36.377
0.006,-1.77,0.731,5.676,-3.479,42.358
-0.038,-1.769,0.573,-18.188,-26.855,44.495
-0.081,-1.692,0.475,-28.564,-44.495,54.871
-0.16,-1.47,0.512,-46.57,-37.231,99.182
-0.335,-0.814,0.439,-63.721,-27.344,108.765
-0.368,-0.496,0.436,-87.036,-41.626,95.825
-0.367,0.124,0.668,-79.102,-39.307,90.82
-0.401,0.42,0.759,-61.096,-20.081,94.604
-0.46,0.653,0.862,-32.227,16.235,94.91
-0.385,0.663,0.962,-29.053,14.648,75.134
-0.267,0.691,1.079,-29.724,5.737,32.898
-0.09,0.749,1.179,-26.123,13.672,26.611
-0.068,0.784,1.19,-10.376,31.921,31.189
-0.106,0.9,1.246,-8.484,33.508,31.189
-0.129,0.944,1.257,-19.104,37.72,23.01
-0.144,0.986,1.206,-21.057,45.349,18.005
-0.115,0.981,1.147,-15.564,57.739,8.423
-0.054,0.963,0.988,-15.076,54.199,5.432
-0.057,0.937,0.911,-17.273,44.006,3.296
-0.061,0.88,0.864,-15.32,19.531,-4.517
-0.008,0.703,0.886,-8.972,10.559,-10.01
0.02,0.601,0.904,-2.258,-5.066,-17.517
0.05,0.408,0.952,-0.977,-13.123,-19.043
0.059,0.332,0.998,8.362,-16.968,-10.681
0.034,0.241,1.067,12.878,-13.611,-1.892
-0.004,0.213,1.095,13.794,-14.16,10.681
-0.057,0.169,1.195,13.245,-13.672,10.803
-0.059,0.147,1.236,7.385,-5.493,-0.244
-0.082,-1.571,1.136,56.824,-6.165,6.409
-0.066,-1.695,1.159,12.939,-8.301,13.794
-0.127,-1.7,1.027,-34.546,-16.846,27.283
-0.205,-1.625,0.865,-100.952,-22.339,59.814
-0.28,-1.361,0.662,-100.403,-13.794,73.914
-0.307,-1.131,0.652,-60.669,24.231,107.178
-0.322,-0.445,0.628,-46.387,36.255,116.333
-0.271,-0.092,0.601,-69.519,8.728,103.943
-0.13,0.289,0.681,-86.853,-10.986,93.994
-0.107,0.394,0.762,-61.829,5.737,99.792
-0.17,0.658,0.82,-26.794,30.884,109.436
-0.162,0.798,0.809,17.456,36.072,111.511
-0.094,1.048,0.951,21.973,19.592,108.215
-0.125,1.181,1.085,31.006,18.616,116.699
-0.407,1.582,1.31,40.649,37.354,129.15
-0.571,1.855,1.315,49.866,79.468,127.319
-0.823,2.22,0.985,35.767,83.069,98.938
-0.861,2.13,0.748,-2.502,34.912,-7.874
-0.555,1.339,0.58,-0.549,2.625,-67.566
-0.263,0.813,0.691,35.583,-33.508,-133.606
0.204,-0.016,1.025,48.34,-35.889,-131.287
0.337,-0.269,1.159,45.227,-26.184,-94.177
0.458,-0.464,1.293,32.471,-21.057,-69.824
0.436,-0.42,1.277,4.211,-8.545,-16.846
0.274,-0.149,1.149,-3.784,-0.916,7.08
0.167,0.011,1.071,-8.789,9.46,39.368
-0.047,0.268,0.955,-6.836,11.536,45.776
-0.116,0.34,0.954,-3.845,11.597,44.373
-0.147,0.364,1.01,-5.005,5.493,28.564
-0.129,0.333,1.027,-7.019,3.113,21.118
0.12,-1.39,1.25,13.367,39.063,39.917
0.089,-1.496,1.229,10.01,73.73,59.814
-0.003,-1.566,1.002,14.465,95.703,64.331
-0.054,-1.481,0.849,-12.634,75.745,67.2
-0.04,-1.243,0.62,-42.053,40.588,62.378
0.043,-1.14,0.538,-83.74,-7.69,69.824
0.088,-0.811,0.424,-84.106,-11.841,85.632
0.013,-0.548,0.43,-56.519,-14.404,115.723
-0.223,0.061,0.669,-40.955,-20.203,124.512
-0.292,0.337,0.784,-29.297,-21.179,112.305
-0.279,0.698,0.825,-34.79,-22.644,95.886
-0.235,0.751,0.813,-40.894,-29.48,65.247
-0.14,0.764,0.85,-26.855,-25.757,61.523
-0.132,0.831,0.902,29.114,0.488,77.087
-0.184,1.06,1.022,52.551,9.766,82.886
-0.207,1.157,1.108,66.956,7.874,74.463
-0.239,1.297,1.275,60.913,6.042,67.566
-0.294,1.374,1.296,38.818,16.846,59.875
-0.433,1.485,1.124,29.297,24.902,51.453
-0.465,1.434,0.991,24.597,27.893,34.302
-0.323,1.058,0.898,31.921,12.146,-21.484
-0.185,0.795,0.942,36.499,-0.549,-48.889
0.08,0.287,1.039,32.043,-15.076,-77.026
0.173,0.085,1.064,26.794,-15.198,-74.89
0.264,-0.142,1.114,19.165,-11.292,-50.354
0.261,-0.176,1.134,15.686,-10.01,-34.424
0.234,-0.16,1.139,8.545,-8.545,-6.775
0.145,-0.026,1.133,5.188,-7.202,3.662
0.071,0.06,1.132,-1.16,-0.122,16.602
-0.061,0.207,1.14,-4.028,3.967,17.578
0.363,-1.486,1,13.062,22.644,-2.075
0.382,-1.654,0.9,22.217,12.634,9.46
0.265,-1.708,0.647,30.151,10.376,20.203
0.188,-1.663,0.564,25.024,-15.686,44.189
0.017,-1.474,0.588,4.089,-39.307,59.387
-0.057,-1.301,0.622,-37.231,-62.012,91.187
-0.145,-0.872,0.672,-45.349,-59.265,107.666
-0.174,-0.644,0.729,-40.405,-43.518,138.611
-0.295,-0.086,0.818,-33.203,-32.471,147.766
-0.361,0.179,0.824,-28.32,-28.137,140.32
-0.401,0.498,0.888,-27.893,-33.264,130.92
-0.374,0.594,0.944,-4.333,-15.991,121.643
-0.306,0.784,1.011,17.944,4.272,123.901
-0.306,0.901,1.066,59.082,27.039,136.841
-0.416,1.138,1.273,71.045,32.288,142.822
-0.498,1.269,1.345,77.82,41.504,146.24
-0.65,1.533,1.294,74.28,67.444,137.024
-0.717,1.603,1.186,62.683,75.073,120.911
-0.78,1.473,0.941,35.706,66.162,60.974
-0.727,1.256,0.895,26.917,49.133,18.372
-0.594,0.969,0.93,28.992,8.179,-73.547
-0.175,0.347,1.118,32.654,-5.188,-106.689
0.031,0.088,1.198,27.832,-10.986,-120.605
0.296,-0.257,1.274,18.555,-7.874,-106.75
0.363,-0.332,1.265,-7.019,-1.221,-62.195
0.359,-0.26,1.188,-17.944,1.099,-38.574
0.283,-0.154,1.131,-28.198,4.883,-1.221
0.091,0.066,1.062,-27.039,5.676,9.766
0.017,0.155,1.056,-23.865,8.606,20.447
-0.072,0.244,1.047,-25.757,8.118,21.423
-0.09,-1.428,1.231,-25.513,-35.461,-32.41
-0.063,-1.598,1.214,-29.663,-26.062,-17.395
-0.134,-1.705,1.094,-23.315,-2.075,7.629
-0.206,-1.586,0.962,-15.93,36.316,54.321
-0.286,-1.151,0.727,-27.588,34.241,63.049
-0.287,-0.909,0.672,-88.257,0.122,56.641
-0.237,-0.468,0.626,-118.042,-14.771,53.955
-0.203,-0.256,0.614,-121.033,-7.263,72.083
-0.148,0.162,0.548,-99.915,9.094,87.341
-0.129,0.327,0.515,-70.984,19.653,103.088
-0.093,0.534,0.531,-70.313,11.658,100.708
-0.067,0.614,0.57,-70.801,3.235,92.773
-0.019,0.725,0.727,-54.504,-0.305,76.782
-0.011,0.78,0.827,-38.452,6.897,75.439
-0.038,0.85,0.912,-9.644,30.212,83.008
-0.184,1.025,1.021,-1.099,39.551,83.801
-0.239,1.106,1.052,7.019,42.847,71.411
-0.245,1.222,1.09,9.277,41.443,62.439
-0.216,1.252,1.071,9.216,45.532,50.232
-0.188,1.288,0.966,6.287,47.058,46.204
-0.211,1.269,0.909,3.784,45.776,40.649
-0.237,1.219,0.872,11.963,33.936,21.24
-0.208,1.029,0.925,20.142,26.123,6.531
-0.151,0.876,0.963,18.494,9.277,-25.574
-0.003,0.534,0.985,9.583,-1.526,-36.438
0.068,0.395,0.993,0.61,-16.418,-35.217
0.124,0.237,1.035,4.15,-18.25,-24.963
0.108,0.212,1.079,16.602,-13.245,-3.662
0.069,0.213,1.176,19.104,-7.935,2.502
0.051,0.224,1.195,14.038,-2.563,5.798
-0.005,-1.518,1.063,3.357,24.231,43.64
0.026,-1.625,0.992,-16.418,12.634,52.917
0.035,-1.67,0.774,-21.057,13.55,64.697
-0.008,-1.384,0.477,-42.236,-4.639,87.097
-0.066,-1.16,0.447,-59.692,-34.241,93.567
-0.206,-0.622,0.683,-70.923,-69.763,109.558
-0.291,-0.3,0.815,-59.204,-53.345,122.864
-0.485,0.406,0.962,-34.485,-2.136,138.855
-0.541,0.703,0.989,-37.292,3.418,129.822
-0.558,0.908,1.001,-49.133,-8.911,89.355
-0.476,1.06,0.965,-41.26,-4.395,69.641
-0.361,1.063,0.931,-2.991,22.644,38.513
-0.11,1.072,0.918,10.437,26.062,27.405
-0.052,1.09,0.959,13.733,13.977,17.151
-0.081,1.107,1.029,15.381,13.733,15.442
-0.11,1.086,1.04,24.292,25.696,5.859
-0.082,0.996,1.003,23.071,27.222,-2.93
-0.047,0.938,0.973,13.367,17.517,-18.188
0.002,0.796,0.924,12.268,13.367,-22.095
0.006,0.707,0.917,21.301,8.972,-25.085
-0.008,0.533,0.99,27.649,7.812,-26.794
0.001,0.456,1.032,29.358,8.179,-32.532
0.064,0.312,1.069,22.095,7.874,-33.813
0.087,0.246,1.069,6.287,4.272,-27.649
0.087,0.178,1.105,6.226,4.211,-22.217
0.075,0.181,1.135,11.353,8.789,-11.902
0.049,0.196,1.145,8.423,9.705,-8.118
0.048,0.19,1.132,3.418,9.644,-6.104
0.061,0.173,1.12,-6.409,10.742,-5.188
0.074,0.15,1.106,-11.536,10.376,-4.822
-0.41,1.215,1.278,36.072,28.137,60.913
-0.474,1.266,1.239,23.193,41.992,35.339
-0.493,1.155,1.122,19.104,44.373,13.672
-0.425,0.992,1.072,6.897,25.024,-38.33
-0.172,0.55,1.047,0.244,11.902,-59.509
-0.04,0.342,1.044,-1.831,3.418,-73.73
0.17,0.04,1.045,1.16,5.31,-68.726
0.231,-0.059,1.045,1.709,6.287,-48.523
0.279,-0.156,1.049,-1.77,4.639,-36.865
0.268,-0.153,1.046,-10.01,4.028,-11.841
0.182,-0.05,1.01,-12.39,4.761,0.61
0.124,0.025,0.991,-10.315,6.226,19.531
0.014,0.135,0.979,-5.737,6.47,25.024
-0.025,0.168,0.995,5.127,5.066,26.306
-0.049,0.173,1.061,7.324,3.784,22.644
-0.05,0.154,1.086,1.587,1.099,12.817
-0.041,0.111,1.097,-3.601,0.488,7.935
-0.034,0.094,1.089,-10.315,2.319,2.625
-0.025,0.05,1.049,-10.437,4.028,2.075
-0.009,0.028,1.037,-8.972,4.211,1.282
0.038,0.002,1.052,-6.226,0.366,-2.197
0.047,0.007,1.053,-7.141,0.122,-2.625
0.024,0.047,1.021,-13.977,3.052,-2.258
0.016,0.068,1.001,-17.883,3.723,-3.235
0.006,0.087,0.952,-18.494,5.737,-5.554
0.006,0.099,0.933,-14.526,6.531,-5.798
0.011,0.115,0.928,-3.601,3.967,-6.653
0.015,0.112,0.954,0,2.258,-7.874
0.022,0.1,0.983,0.732,1.099,-12.878
0.047,0.077,1.015,-1.892,2.075,-14.709
-0.106,-1.378,1.164,38.94,14.282,22.217
-0.148,-1.377,1.114,8.179,31.616,24.414
-0.133,-1.319,0.908,-16.174,33.691,27.588
-0.109,-1.236,0.745,-72.754,10.254,52.002
-0.143,-1.014,0.468,-84.045,-3.113,65.063
-0.172,-0.921,0.446,-56.03,-9.521,76.172
-0.147,-0.589,0.563,-36.011,-5.371,78.186
-0.071,-0.093,0.624,-30.64,-16.663,83.252
-0.083,0.107,0.666,-43.335,-32.593,89.661
-0.202,0.323,0.759,-52.002,-39.734,105.713
-0.239,0.39,0.809,-36.743,-28.87,104.736
-0.188,0.538,1.005,6.653,-13.733,80.2
-0.113,0.593,1.127,15.381,-13.245,66.406
-0.043,0.628,1.221,-0.427,-9.033,53.894
-0.017,0.695,1.273,-11.414,-2.197,55.969
-0.07,0.76,1.255,-10.925,13.611,68.054
-0.211,0.923,1.233,-0.916,18.433,73.303
-0.25,1.004,1.229,14.343,22.583,71.289
-0.26,1.117,1.206,13.489,24.902,63.66
-0.256,1.137,1.173,0.305,33.081,40.161
-0.247,1.085,1.049,-8.545,34.18,27.588
-0.241,0.997,0.98,-15.991,19.592,1.404
-0.172,0.696,0.934,-11.23,7.019,-13.306
-0.095,0.517,0.968,0.61,-13.184,-37.476
0.066,0.203,1.047,1.465,-17.273,-41.748
0.116,0.081,1.057,-2.014,-14.099,-32.043
0.158,-0.068,1.064,-1.282,-9.155,-22.095
0.158,-0.082,1.072,0.244,-3.418,-12.268
0.106,-0.036,1.065,-7.141,3.479,2.563
0.061,0.012,1.037,-14.771,4.456,7.324
-0.007,-1.457,1.017,7.874,-43.396,8.24
-0.08,-1.431,0.965,-24.536,-24.658,22.156
-0.15,-1.318,0.741,-37.659,-10.742,29.358
-0.176,-1.023,0.633,-60.791,-14.343,48.096
-0.179,-0.831,0.675,-72.754,-24.475,59.082
-0.144,-0.439,0.778,-69.397,-17.944,65.125
-0.17,-0.192,0.812,-36.804,10.01,95.154
-0.336,0.245,0.837,-20.691,25.818,106.812
-0.347,0.354,0.833,-17.212,33.203,102.6
-0.151,0.423,0.861,-41.565,11.108,65.552
-0.033,0.445,0.897,-48.401,-0.183,51.758
0.029,0.48,0.943,-27.344,5.31,54.077
-0.051,0.645,1.047,-10.254,15.198,63.538
-0.125,0.745,1.078,6.409,28.015,73.242
-0.198,0.891,1.102,6.226,27.771,71.472
-0.193,0.956,1.112,10.498,30.579,63.721
-0.195,1.117,1.092,16.113,36.316,60.791
-0.224,1.186,1.057,19.348,43.518,51.758
-0.302,1.193,0.968,19.592,42.542,42.664
-0.32,1.119,0.942,28.259,29.541,14.465
-0.24,0.828,0.997,31.921,16.113,-4.028
-0.161,0.641,1.067,25.146,-6.287,-39.612
0.001,0.28,1.15,17.212,-11.108,-49.805
0.076,0.13,1.163,6.226,-12.512,-48.096
0.199,-0.049,1.136,6.042,-9.216,-39.001
0.224,-0.077,1.123,5.493,-3.54,-16.663
0.167,-0.032,1.121,-0.549,-3.662,-8.423
0.119,0.015,1.122,-18.616,-6.531,-1.343
0.047,0.109,1.126,-23.987,-3.357,2.014
0.012,0.151,1.093,-23.621,12.817,11.353
0.267,-1.686,1.102,52.063,-14.099,18.555
0.224,-1.793,0.997,21.423,-31.799,55.298
0.007,-1.724,0.769,6.042,-42.786,70.007
-0.118,-1.625,0.691,-20.264,-53.223,83.008
-0.297,-1.36,0.599,-25.879,-45.898,79.224
-0.308,-1.193,0.607,-35.95,-25.574,68.787
-0.318,-0.672,0.623,-47.424,-21.606,68.848
-0.295,-0.397,0.623,-56.091,-25.391,72.144
-0.169,-0.037,0.781,-46.57,-21.606,75.745
-0.113,0.066,0.869,-27.649,-8.423,78.003
-0.113,0.391,0.998,-26.489,-10.376,72.449
-0.156,0.585,1.031,-30.273,-17.09,65.063
-0.258,0.973,1.022,-25.33,-11.169,69.824
-0.331,1.139,0.988,-3.418,3.296,80.688
-0.441,1.329,1.061,8.85,1.892,75.317
-0.465,1.354,1.157,26.123,-1.038,43.884
-0.41,1.274,1.264,27.039,1.892,24.719
-0.368,1.187,1.256,18.616,13.916,-0.061
-0.285,0.985,1.137,15.747,22.339,-7.202
-0.23,0.85,1.04,6.653,18.25,-24.536
-0.063,0.523,0.958,0.793,2.747,-36.743
0.042,0.362,0.997,0.549,-18.188,-49.805
0.159,0.118,1.104,4.395,-16.235,-42.908
0.159,0.051,1.141,7.202,2.502,-15.991
0.103,0.018,1.107,1.16,10.62,-4.761
0.067,0.038,1.05,-8.972,11.475,1.953
0.026,0.079,1.027,-24.597,-1.404,6.104
-0.005,0.094,1.048,-24.475,-2.563,9.277
-0.048,0.115,1.071,-14.893,7.751,17.456
-0.131,0.173,1.12,-13.184,11.78,17.822
0.103,-1.552,1.126,-8.789,-19.47,13.916
0.128,-1.719,1.081,-2.502,1.77,45.044
0.036,-1.74,0.876,1.343,20.081,67.932
-0.049,-1.63,0.737,-38.33,0.061,88.745
-0.208,-1.323,0.652,-74.158,-32.349,84.167
-0.288,-0.934,0.715,-116.15,-52.185,76.66
-0.292,-0.62,0.696,-107.971,-31.433,86.67
-0.332,0.235,0.58,-66.528,9.888,125.244
-0.398,0.593,0.545,-54.443,10.925,134.644
-0.452,0.796,0.557,-39.063,1.404,111.267
-0.369,0.877,0.684,-25.94,-0.061,88.074
-0.26,0.875,0.761,-1.038,1.587,57.678
-0.112,0.902,0.865,6.226,2.319,52.185
-0.085,0.936,0.928,21.301,1.648,45.837
-0.072,0.969,1.062,30.029,2.747,43.64
-0.063,0.953,1.106,36.011,8.301,42.297
-0.092,0.948,1.102,31.311,11.047,43.091
-0.13,0.973,1.082,19.592,14.343,40.222
-0.247,1.018,1.067,17.944,16.479,34.973
-0.283,1,1.075,23.56,14.709,10.498
