aX,aY,aZ,gX,gY,gZ
0.170,1.154,1.057,-26.550,-18.494,77.759
0.062,1.093,0.994,-18.494,-13.000,73.303
-0.009,1.037,0.921,-22.644,-32.776,55.054
-0.143,0.879,0.729,-30.701,-56.152,36.682
-0.220,0.756,0.661,-25.574,-94.604,-0.732
-0.373,0.383,0.644,-9.644,-97.046,-13.733
-0.470,-0.138,0.688,22.156,-64.453,-28.625
-0.499,-0.417,0.648,52.429,-9.155,-41.748
-0.528,-1.064,0.599,72.693,5.066,-55.969
-0.514,-1.409,0.659,103.516,-39.124,-99.915
-0.441,-1.907,1.005,113.098,-95.154,-124.268
-0.359,-2.000,1.319,136.658,-157.471,-162.476
-0.005,-1.854,1.897,139.893,-116.638,-174.988
0.274,-1.656,1.915,101.318,71.350,-181.885
0.903,-1.219,1.263,69.946,150.513,-167.725
1.182,-0.896,0.620,18.860,118.530,-83.496
0.995,-0.739,0.602,-15.564,-79.468,40.222
0.089,-0.435,0.909,-27.283,-143.250,84.045
-0.361,-0.307,1.001,-37.170,-133.789,98.694
0.162,-0.054,1.000,-1.221,-7.385,4.578
0.164,-0.054,0.976,-0.732,-7.690,2.991
0.167,-0.056,0.974,0.671,-12.573,1.160
0.178,-0.073,1.008,2.075,-12.695,0.977
0.184,-0.081,1.019,3.418,-9.094,2.930
0.186,-0.087,1.019,3.174,-8.301,4.272
0.183,-0.077,1.016,0.427,-9.705,7.202
0.175,-0.066,1.011,-2.441,-12.024,7.996
0.160,-0.047,1.000,-5.615,-16.357,5.981
0.156,-0.040,0.999,-4.089,-16.052,3.906
0.157,-0.036,0.998,-3.296,-14.771,3.479
0.158,-0.032,0.998,-3.296,-12.939,4.089
0.161,-0.018,1.000,-3.845,-12.146,5.249
0.160,-0.006,0.999,-5.432,-9.583,6.897
0.163,0.024,0.988,-5.981,-8.423,6.836
0.178,0.058,0.985,-6.775,-9.155,5.127
0.181,0.076,0.986,-6.531,-7.507,5.859
0.183,0.112,0.991,-4.333,-3.479,7.751
0.200,0.139,0.996,-0.549,4.761,12.512
0.276,0.233,0.999,-0.488,6.531,15.320
0.321,0.282,1.005,2.197,7.324,21.240
0.405,0.334,1.043,5.310,6.836,24.719
0.445,0.353,1.077,4.578,4.089,35.339
0.495,0.430,1.142,-1.343,3.540,44.739
0.454,0.545,1.132,-16.296,11.475,74.158
0.411,0.618,1.101,-21.973,17.639,91.797
0.318,0.783,1.086,-28.137,17.334,119.324
0.259,0.855,1.127,-32.593,1.831,127.075
0.148,1.055,1.291,-34.424,-7.996,123.047
0.149,1.180,1.360,-36.499,-17.578,112.549
0.127,-0.112,1.016,-10.071,-5.127,-1.160
0.113,-0.097,1.012,-9.216,-1.770,1.465
0.108,-0.089,1.005,-10.620,2.747,5.310
0.102,-0.078,0.983,-12.512,2.075,6.042
0.099,-0.073,0.972,-11.414,0.488,5.920
0.095,-0.072,0.958,-7.568,0.732,5.615
0.101,-0.077,0.982,0.061,0.061,4.028
0.100,-0.078,0.997,0.244,-0.244,4.089
0.088,-0.078,0.999,-0.305,0.977,4.456
0.081,-0.077,0.994,1.587,2.563,2.747
0.086,-0.084,1.004,3.235,1.587,0.244
0.091,-0.089,1.017,4.089,-0.916,-3.479
0.104,-0.100,1.032,3.784,-0.854,-3.357
0.105,-0.103,1.033,2.563,1.770,-0.671
0.101,-0.101,1.024,1.831,2.930,0.427
0.099,-0.094,1.023,0.854,2.502,0.122
0.096,-0.086,1.029,0.488,2.136,-0.977
0.097,-0.087,1.029,-0.610,1.831,-3.357
0.107,-0.090,1.021,-1.526,1.221,-4.150
0.120,-0.095,1.011,-2.258,0.427,-3.906
0.123,-0.096,1.009,-1.709,0.854,-2.747
0.121,-0.090,1.003,0.305,2.808,-0.122
0.122,-0.085,0.999,0.793,3.235,0.427
0.124,-0.079,0.998,0.427,1.465,0.610
0.121,-0.077,0.997,-0.366,1.038,1.709
0.111,-0.073,0.992,0.061,1.343,2.197
0.112,-0.074,0.996,1.953,0.488,1.465
0.118,-0.079,1.011,2.441,0.000,1.160
0.118,-0.079,1.015,1.953,-0.427,1.099
0.116,-0.078,1.013,1.160,-1.404,0.488
0.102,-0.070,0.981,-1.770,1.831,-0.366
0.113,-0.076,0.973,-0.488,1.099,-1.343
0.123,-0.082,0.983,1.282,-2.686,-3.540
0.131,-0.096,1.007,1.343,-3.357,-3.601
